Month,CCPI_Index,CCPI_YoY_Percent,Avg_Weighted_Lending_Rate,USD_LKR_Exchange_Rate,JKH_avg_close,JKH_max_close,JKH_min_close,JKH_avg_volume,COMB_avg_close,COMB_max_close,COMB_min_close,COMB_avg_volume,DIAL_avg_close,DIAL_max_close,DIAL_min_close,DIAL_avg_volume,LOLC_avg_close,LOLC_max_close,LOLC_min_close,LOLC_avg_volume
2022-11-01,187.1,,18.42,363.39,133.79198386452416,138.36651611328125,126.14331817626952,338885.86363636365,41.50303909995339,42.49899291992188,40.51460266113281,110360.77272727272,6.439986445687034,6.74300479888916,6.283253192901611,1078907.7272727273,368.78409090909093,411.25,320.25,60441.59090909091
2022-12-01,187.6,,18.7,363.17,137.83031671697444,146.04786682128906,132.3482208251953,291369.95454545453,41.886387218128554,43.24314498901367,41.3414306640625,43844.86363636364,6.729072072289207,7.202754020690918,6.513128280639648,1273346.0,426.85227272727275,463.25,393.25,53433.36363636364
2023-01-01,188.6,,18.66,362.42,134.28309284556997,136.996337890625,132.3482208251953,340257.4090909091,43.50622055747292,47.12923431396485,41.42411422729492,49254.681818181816,6.9241178902712734,7.202754020690918,6.513128280639648,510155.13636363635,398.67045454545456,459.5,371.75,52988.40909090909
2023-02-01,189.5,50.6,18.5,361.98,137.6654396057129,142.37831115722656,132.1493682861328,1638770.35,51.585838317871094,54.65336990356445,48.369476318359375,196074.15,7.026516699790955,7.66250467300415,6.666378974914551,1040972.25,399.2125,415.5,387.25,20659.2
2023-03-01,195.0,50.3,18.29,329.47,138.6291676396909,141.93821716308594,134.10714721679688,432514.60869565216,55.75854259988536,58.12605285644531,53.74386215209961,314529.39130434784,7.795765234076458,8.352128982543945,6.74300479888916,2466172.9565217393,388.57608695652175,401.0,375.0,44879.52173913043
2023-04-01,192.3,35.3,17.87,321.42,135.06155700683593,136.55435180664062,132.1493682861328,271361.1,53.18567314147949,55.15551376342773,49.63996505737305,56137.95,8.149073433876037,8.428754806518555,7.892379283905029,3616708.1,376.025,389.75,361.5,10693.3
2023-05-01,192.3,25.2,17.75,310.16,134.40507109268853,136.55435180664062,132.6388397216797,172119.30434782608,49.837898088538125,52.70415878295898,46.40066909790039,190326.21739130435,7.935689345650051,8.428754806518555,7.509254455566406,1356029.0869565217,340.7282608695652,364.0,318.0,13510.304347826086
2023-06-01,192.3,12.0,17.51,301.26,139.94279271906072,146.88650512695312,135.13560485839844,888138.0,55.597234205766156,59.79558181762695,50.16525268554688,265925.9090909091,7.829686403274536,7.892379283905029,7.66250467300415,1354013.0909090908,346.5568181818182,369.75,317.75,27655.68181818182
2023-07-01,190.2,6.3,16.9,319.29,155.34998139880952,164.26808166503906,146.88650512695312,752304.0,73.64073998587472,81.33248901367188,59.62047958374024,1298159.3333333333,8.359427315848214,8.58200454711914,7.892379283905029,1863498.9047619049,458.67857142857144,498.75,363.0,114734.14285714286
2023-08-01,190.1,4.0,16.2,321.58,182.0115555472996,195.35906982421875,164.26808166503906,1518313.043478261,83.23001198146655,91.92585754394533,75.81694030761719,805732.5652173914,8.875179207843283,9.348255157470703,8.428754806518555,1995201.9130434783,458.2717391304348,498.0,421.5,51609.782608695656
2023-09-01,191.8,1.3,15.62,322.77,185.00706699916296,188.7491607666016,175.03976440429688,832361.7619047619,79.22299521309989,83.17101287841797,76.4297866821289,253667.38095238095,8.519974799383254,8.735255241394043,8.275506019592285,251025.52380952382,423.39285714285717,439.75,415.0,20123.095238095237
2023-10-01,191.4,1.5,15.18,324.73,187.09114213423297,188.9939727783203,184.3425750732422,794401.0909090909,73.73965696855025,77.0426254272461,70.3889389038086,139593.22727272726,7.798339800401167,8.352128982543945,7.04950475692749,945372.5454545454,396.3863636363636,417.75,379.0,18780.18181818182
2023-11-01,193.4,3.4,14.66,328.25,187.29317127574575,193.15577697753903,182.1866149902344,1004787.6363636364,74.51167609474875,76.25468444824219,72.66519927978516,240534.22727272726,7.160958896983754,7.509254455566406,6.896254062652588,659102.8181818182,379.14772727272725,391.75,369.75,27603.227272727272
2023-12-01,195.1,4.0,14.21,326.74,187.10742986769907,189.04312133789065,184.6353302001953,202053.0,81.44505564371745,83.60874938964844,78.53093719482422,234400.7142857143,6.852468626839774,6.972879409790039,6.74300479888916,497796.71428571426,367.6547619047619,379.0,352.25,14560.714285714286
2024-01-01,200.7,6.4,13.88,321.17,181.05806831691575,187.08413696289065,175.0852508544922,363009.52173913043,79.82133119002633,84.83443450927734,75.46674346923828,148159.47826086957,6.762993294259776,6.896254062652588,6.5897536277771,2211383.347826087,341.5,358.25,318.5,11136.521739130434
2024-02-01,200.6,5.9,13.74,312.58,183.34199604235198,190.07366943359372,174.5955047607422,4026840.8421052634,78.55398238332648,79.93172454833984,76.77996826171875,470963.1052631579,7.541517508657355,8.045629501342773,6.972879409790039,4111958.210526316,318.9078947368421,325.0,311.0,22647.0
